"FacilityID"	"FacilityName"	"FacLong"	"FacLat"	"OutfallID"	"Outfall_Longitude"	"Outfall_Latitude"	"DesignFlow_mgd"	"Measured_Effluent"	"Permitted_Limit"	"Mean_ME"	"Median_ME"	"Std_ME"	"Units"	"MP_Begin_Date"	"MP_End_Date"	"dmr_flag_units"
"VA0057576"	"DOMINION TERMINAL ASSOCIATES LLP"	-76.415479	36.966822	"VA0057576001"	-76.4215833334915	36.9638888887878	1.01	441000	NA	22124.65411925	0.4991925	98593.576235056	"MGD"	"06/01/2016"	"06/30/2016"	"dmr_flag_units"
"VA0052621"	"VALLEY MILK PRODUCTS"	-78.35636	38.98779	"VA0052621001"	-78.3600000003511	38.9850000001148	0.08	44116	NA	8312.73396296296	0.047	15964.8580382075	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_units"
"VA0052621"	"VALLEY MILK PRODUCTS"	-78.35636	38.98779	"VA0052621001"	-78.3600000003511	38.9850000001148	0.08	39554	NA	8312.73396296296	0.047	15964.8580382075	"MGD"	"12/01/2017"	"12/31/2017"	"dmr_flag_units"
"VA0052621"	"VALLEY MILK PRODUCTS"	-78.35636	38.98779	"VA0052621001"	-78.3600000003511	38.9850000001148	0.08	39532	NA	8312.73396296296	0.047	15964.8580382075	"MGD"	"01/01/2018"	"01/31/2018"	"dmr_flag_units"
"VA0052621"	"VALLEY MILK PRODUCTS"	-78.35636	38.98779	"VA0052621001"	-78.3600000003511	38.9850000001148	0.08	34799	NA	8312.73396296296	0.047	15964.8580382075	"MGD"	"03/01/2018"	"03/31/2018"	"dmr_flag_units"
"VA0052621"	"VALLEY MILK PRODUCTS"	-78.35636	38.98779	"VA0052621001"	-78.3600000003511	38.9850000001148	0.08	33844	NA	8312.73396296296	0.047	15964.8580382075	"MGD"	"04/01/2018"	"04/30/2018"	"dmr_flag_units"
"VA0052621"	"VALLEY MILK PRODUCTS"	-78.35636	38.98779	"VA0052621001"	-78.3600000003511	38.9850000001148	0.08	32598	NA	8312.73396296296	0.047	15964.8580382075	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_units"
NA	"LINCOLN TERMINAL COMPANY"	NA	NA	"VA0029785007"	NA	NA	NA	21600	NA	1350.0009	0	5399.99976000119	"MGD"	"05/01/2016"	"05/31/2016"	"dmr_flag_units"
"VA0004090"	"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"	-76.6911	37.1575	"VA0004090101"	-76.7063888888716	37.1716666670214	2170	18461	NA	683.469346730337	0.020207	3202.7536555608	"MGD"	"12/01/2016"	"12/31/2016"	"dmr_flag_units"
"VA0004090"	"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"	-76.6911	37.1575	"VA0004090101"	-76.7063888888716	37.1716666670214	2170	15055	NA	683.469346730337	0.020207	3202.7536555608	"MGD"	"11/01/2016"	"11/30/2016"	"dmr_flag_units"
"VA0004090"	"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"	-76.6911	37.1575	"VA0004090101"	-76.7063888888716	37.1716666670214	2170	15041	NA	683.469346730337	0.020207	3202.7536555608	"MGD"	"08/01/2017"	"08/31/2017"	"dmr_flag_units"
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785009"	-77.4497770000665	38.2849709997308	6	12960	NA	810.018081	0.01152	3239.99517861906	"MGD"	"06/01/2017"	"06/30/2017"	"dmr_flag_units"
"VA0004090"	"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"	-76.6911	37.1575	"VA0004090101"	-76.7063888888716	37.1716666670214	2170	12270	NA	683.469346730337	0.020207	3202.7536555608	"MGD"	"10/01/2017"	"10/31/2017"	"dmr_flag_units"
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	10080	NA	1777.505624375	0.00936	3312.01897382249	"MGD"	"06/01/2017"	"06/30/2017"	"dmr_flag_units"
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	8640	NA	1777.505624375	0.00936	3312.01897382249	"MGD"	"12/01/2015"	"12/31/2015"	"dmr_flag_units"
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	7920	NA	1777.505624375	0.00936	3312.01897382249	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_units"
